ngram,C_svc,C_lgs,alpha_nb,weight_svc,weight_lgs,weight_nb,accuracy_total,accuracy_01,label_0_precision,label_0_recall,label_0_count,label_1_precision,label_1_recall,label_1_count,label_2_precision,label_2_recall,label_2_count
3,1.01,3.1000000000000005,0.31000000000000005,0.1,0.1,0.1,0.9260251358451186,0.8230499352388616,0.9063714717720212,0.8724876027870192,178.8,0.876549929216482,0.7378640776699029,103.8,0.9374442827770718,0.9700453857791224,661.0
3,1.01,3.1000000000000005,0.31000000000000005,0.1,0.1,1.0,0.9139466155673108,0.7593652150950041,0.9295981167414052,0.8254974577867052,178.8,0.9013674933625012,0.6454443614637789,103.8,0.9118933218394452,0.9800302571860816,661.0
3,1.01,3.1000000000000005,0.31000000000000005,0.1,0.1,3.0,0.9097079779768972,0.7466343070558203,0.9254603533104714,0.8165463561609441,178.8,0.9012792755957626,0.6262135922330098,103.8,0.9072518347456928,0.9794251134644478,661.0
3,1.01,3.1000000000000005,0.31000000000000005,0.1,0.1,5.0,0.9086486559429988,0.7431007381512267,0.9252768808689344,0.8143117192894357,178.8,0.9005525428267764,0.6204443614637789,103.8,0.9059794712928352,0.9794251134644478,661.0
3,1.01,3.1000000000000005,0.31000000000000005,0.1,1.0,0.1,0.9196678541869086,0.8039586031714094,0.9004632102191839,0.8568388676165964,178.8,0.8759078542693415,0.7128454070201643,103.8,0.9300247301930384,0.9691376701966716,661.0
3,1.01,3.1000000000000005,0.31000000000000005,0.1,1.0,1.0,0.9203038972255208,0.7862505187178552,0.9251866458921674,0.8411587470968552,178.8,0.8894191267446352,0.6916542195668411,103.8,0.9229121356713096,0.9776096822995458,661.0
3,1.01,3.1000000000000005,0.31000000000000005,0.1,1.0,3.0,0.9156410810032746,0.766427322912868,0.9283870967741936,0.8254974577867051,178.8,0.8995771542677833,0.6646564600448095,103.8,0.9147018116973632,0.9794251134644478,661.0
3,1.01,3.1000000000000005,0.31000000000000005,0.1,1.0,5.0,0.9130982583036454,0.7558215862077639,0.9303450837366632,0.8210219069738246,178.8,0.9033307756047484,0.6435026138909634,103.8,0.910387486947606,0.9803328290468988,661.0
3,1.01,3.1000000000000005,0.31000000000000005,0.1,3.0,0.1,0.9181843535211774,0.7975931491518178,0.9019844968258212,0.8512522754378257,178.8,0.8751257649163001,0.705134428678118,103.8,0.927641638380172,0.9697428139183056,661.0
3,1.01,3.1000000000000005,0.31000000000000005,0.1,3.0,1.0,0.9194546403253084,0.7926310627114169,0.9147716242974059,0.8501224028623439,178.8,0.8769471439301164,0.6935772964899178,103.8,0.9257774075883894,0.9736762481089258,661.0
3,1.01,3.1000000000000005,0.31000000000000005,0.1,3.0,3.0,0.9194564395984022,0.7827169498132616,0.9259314910551568,0.8366894733538384,178.8,0.8915336999351577,0.689731142643764,103.8,0.9213608683641434,0.9779122541603632,661.0
3,1.01,3.1000000000000005,0.31000000000000005,0.1,3.0,5.0,0.9188212961963366,0.7749380682318323,0.931214768227347,0.8322201996108216,178.8,0.898487679617333,0.676250933532487,103.8,0.9183870951308432,0.9803328290468988,661.0
3,1.01,3.1000000000000005,0.31000000000000005,0.1,5.0,0.1,0.9175487603008384,0.7961797215899803,0.9017407502398196,0.8490176385663173,178.8,0.8734295604702436,0.705134428678118,103.8,0.9270836170777028,0.9694402420574888,661.0
3,1.01,3.1000000000000005,0.31000000000000005,0.1,5.0,1.0,0.9177597250710712,0.7912176351495794,0.9080803722546552,0.8490050844265896,178.8,0.8771682518929662,0.6916542195668411,103.8,0.9251172614694468,0.9718608169440242,661.0
3,1.01,3.1000000000000005,0.31000000000000005,0.1,5.0,3.0,0.9211495555795459,0.7890773738415302,0.9267912036368884,0.8467516163454899,178.8,0.8850820744901544,0.6897124719940255,103.8,0.9242510154996054,0.9776096822995458,661.0
3,1.01,3.1000000000000005,0.31000000000000005,0.1,5.0,5.0,0.9192445751916226,0.7820102360323429,0.9259314910551568,0.8366894733538384,178.8,0.8913005997020574,0.6878080657206872,103.8,0.9211020241875362,0.9779122541603632,661.0
3,1.01,3.1000000000000005,0.31000000000000005,1.0,0.1,0.1,0.9275108856022168,0.865523181972511,0.8801738770134999,0.9116439645973259,178.8,0.8342914746543778,0.7860530246452576,103.8,0.9551961554730856,0.9540090771558244,661.0
3,1.01,3.1000000000000005,0.31000000000000005,1.0,0.1,1.0,0.9270849076972904,0.829405329275807,0.907170777278886,0.8791789592618166,178.8,0.8732239694106436,0.7436519790888724,103.8,0.9393298719654628,0.9688350983358548,661.0
3,1.01,3.1000000000000005,0.31000000000000005,1.0,0.1,3.0,0.9188208463780632,0.7841203173924526,0.9187668972455184,0.8411399158872637,178.8,0.8973631306964641,0.6859036594473489,103.8,0.9215077832140616,0.9763993948562784,661.0
3,1.01,3.1000000000000005,0.31000000000000005,1.0,0.1,5.0,0.9154305660513152,0.7678558404486752,0.9240840167533122,0.8277320946582136,178.8,0.8991046991046991,0.6647124719940254,103.8,0.9153929844953193,0.9785173978819972,661.0
3,1.01,3.1000000000000005,0.31000000000000005,1.0,1.0,0.1,0.9262383497067186,0.8421613872716069,0.8903850624178492,0.8926181658401859,178.8,0.8602824217695401,0.7552277819268111,103.8,0.9450405812883214,0.962178517397882,661.0
3,1.01,3.1000000000000005,0.31000000000000005,1.0,1.0,1.0,0.9260251358451186,0.8230499352388616,0.9063714717720212,0.8724876027870192,178.8,0.876549929216482,0.7378640776699029,103.8,0.9374442827770718,0.9700453857791224,661.0
